capture_source,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,top_2_accuracy_mean,top_2_accuracy_std,adjacent_accuracy_mean,adjacent_accuracy_std,severe_error_rate_mean,severe_error_rate_std,mean_absolute_ordinal_error_mean,mean_absolute_ordinal_error_std,borderline_rate_mean,borderline_rate_std,low_confidence_rate_mean,low_confidence_rate_std,adjacent_pair_combined_confidence_mean_mean,adjacent_pair_combined_confidence_mean_std,non_adjacent_top2_rate_mean,non_adjacent_top2_rate_std
partner_home,0.5155050505050505,0.13706503118296223,0.4590809248227108,0.14499354004425993,0.5264814814814814,0.14529530380794134,0.4223975162428487,0.17988079405298735,0.7720370370370371,0.13547899309729183,0.8588383838383838,0.09246847550571378,0.14116161616161615,0.09246847550571374,0.6256565656565657,0.15443047564842594,0.48003367003367003,0.19169997281850198,0.13198653198653199,0.08259429332013284,0.9338787001331088,0.02279573977380013,0.04262626262626262,0.03947849317443803
researcher_home,0.612009152009152,0.08762469613166807,0.6811036287616822,0.10122689067531909,0.6204896421845575,0.09597396826985923,0.5583218494897579,0.09453056063705133,0.8892757042757042,0.04830885981708426,0.9037037037037037,0.12604225971700084,0.0962962962962963,0.12604225971700087,0.48428714428714426,0.21199790194938303,0.6616430716430717,0.05823635378492592,0.19090233090233089,0.03785528873819483,0.9261482950604392,0.026557859401416906,0.2610946660946661,0.1215078750370071
