model_name,runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,top_2_accuracy_mean,top_2_accuracy_std,adjacent_accuracy_mean,adjacent_accuracy_std,severe_error_rate_mean,severe_error_rate_std,inference_mean_ms_per_image_mean,h5_size_mb_mean,tflite_size_mb_mean,fresh_recall_mean,fresh_f1_mean,not_fresh_recall_mean,not_fresh_f1_mean,spoiled_recall_mean,spoiled_f1_mean
hybrid,18,0.5125285675285675,0.10485106334548715,0.4349439534750672,0.13715114463860412,0.8693433693433694,0.11039828563771543,0.8903764803764803,0.11819796533094626,0.1096235196235196,0.1181979653309463,3.3270710269489587,4.860697852240668,3.905222362942166,0.5609306340238543,0.5181758643996462,0.27638888888888885,0.2581621966586534,0.7116666666666667,0.5284937993669019
cnn_only,18,0.5637571012571013,0.1221445547640994,0.4903596828663033,0.15595708786991294,0.8306563706563705,0.1156461390193498,0.8812710437710438,0.10969331518726307,0.11872895622895621,0.10969331518726305,2.672950587020435,4.735282897949219,3.8665237426757804,0.619623352165725,0.5050004328637658,0.4847222222222222,0.44639163467631515,0.616111111111111,0.5196869810588289
