train_count,val_count,test_count,train_label_counts,val_label_counts,test_label_counts,train_sample_number_counts,val_sample_number_counts,test_sample_number_counts,train_pork_cut_counts,val_pork_cut_counts,test_pork_cut_counts
1295,278,278,"{""spoiled"": 462, ""not fresh"": 428, ""fresh"": 405}","{""spoiled"": 99, ""not fresh"": 92, ""fresh"": 87}","{""spoiled"": 99, ""not fresh"": 92, ""fresh"": 87}","{""4"": 341, ""1"": 327, ""3"": 325, ""2"": 302}","{""2"": 80, ""1"": 73, ""3"": 63, ""4"": 62}","{""1"": 85, ""2"": 72, ""4"": 69, ""3"": 52}","{""belly"": 666, ""shoulder"": 629}","{""shoulder"": 153, ""belly"": 125}","{""shoulder"": 157, ""belly"": 121}"
