phone_group,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,top_2_accuracy_mean,top_2_accuracy_std,adjacent_accuracy_mean,adjacent_accuracy_std,severe_error_rate_mean,severe_error_rate_std,mean_absolute_ordinal_error_mean,mean_absolute_ordinal_error_std,borderline_rate_mean,borderline_rate_std,low_confidence_rate_mean,low_confidence_rate_std,adjacent_pair_combined_confidence_mean_mean,adjacent_pair_combined_confidence_mean_std,non_adjacent_top2_rate_mean,non_adjacent_top2_rate_std
new_phone,0.49527777777777776,0.18442227109021864,0.41504629925839964,0.33326895987168,0.49527777777777776,0.18442227109021864,0.40621684475465236,0.26718533376840203,0.8741666666666666,0.04612483062299525,0.9225,0.09112720047640364,0.07749999999999999,0.09112720047640367,0.5822222222222222,0.13980409573823357,0.5388888888888889,0.1986976113111095,0.12638888888888886,0.11375615571459405,0.9520488133960701,0.03400142631566558,0.17277777777777772,0.1902649225178954
old_phone,0.6483958796458796,0.12143736351107605,0.6523275098950051,0.17047516193818507,0.6438237602008788,0.13039885377882918,0.6189000692647735,0.14287878247042546,0.8580674018174018,0.1422283868108037,0.9062656975156975,0.09058343573716661,0.09373430248430244,0.09058343573716661,0.4453384228384228,0.1976103866461084,0.764628085878086,0.10768217383615454,0.25379441129441127,0.10681227955795435,0.9380406237742679,0.025936458371348843,0.0850906263406263,0.04759305210147458
unknown,0.5413614665854154,0.05665020966341958,0.4613865092924246,0.04196592187074708,0.5328420256991685,0.0660784739360617,0.45736924519593436,0.028900008101586216,0.8081743855372739,0.08037460182405348,0.9222267926061344,0.013506829754091855,0.0777732073938655,0.01350682975409189,0.5364117408084501,0.06283929059930513,0.49332165346333534,0.14868718674819392,0.172647775746496,0.08676631008308795,0.9321745085275227,0.017133474996718728,0.21566169002640664,0.08664323005382943
