true_transition_zone,clear_fresh,borderline_fresh_not_fresh,clear_not_fresh,borderline_not_fresh_spoiled,clear_spoiled
clear_fresh,0.3754716981132076,0.31163522012578615,0.015723270440251572,0.20157232704402517,0.09559748427672957
borderline_fresh_not_fresh,0.2269315673289183,0.3673289183222958,0.07858719646799117,0.27461368653421636,0.052538631346578366
clear_not_fresh,0.11458333333333333,0.23125,0.13666666666666666,0.4533333333333333,0.06416666666666666
borderline_not_fresh_spoiled,0.13,0.20458333333333334,0.12541666666666668,0.25958333333333333,0.28041666666666665
clear_spoiled,0.06861111111111111,0.0019444444444444444,0.09027777777777778,0.27805555555555556,0.5611111111111111
