model_name,runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,top_2_accuracy_mean,top_2_accuracy_std,adjacent_accuracy_mean,adjacent_accuracy_std,severe_error_rate_mean,severe_error_rate_std,inference_mean_ms_per_image_mean,inference_mean_ms_per_image_std,h5_size_mb_mean,h5_size_mb_std,tflite_size_mb_mean,tflite_size_mb_std,fresh_recall_mean,fresh_recall_std,fresh_f1_mean,fresh_f1_std,not_fresh_recall_mean,not_fresh_recall_std,not_fresh_f1_mean,not_fresh_f1_std,spoiled_recall_mean,spoiled_recall_std,spoiled_f1_mean,spoiled_f1_std
segmented6_hybrid,18,0.5125285675285675,0.10485106334548715,0.4349439534750672,0.13715114463860412,0.8693433693433694,0.11039828563771543,0.8903764803764803,0.11819796533094626,0.1096235196235196,0.1181979653309463,3.3270710269489587,1.3275673140375477,4.860697852240668,0.00016407401466428089,3.905222362942166,0.00015334970748414586,0.5609306340238543,0.39708047774871424,0.5181758643996462,0.32292525180259435,0.27638888888888885,0.3346104212168654,0.2581621966586534,0.20433238381819915,0.7116666666666667,0.3531996602489872,0.5284937993669019,0.26651807206722417
segmented6_cnn_only,18,0.5637571012571013,0.1221445547640994,0.4903596828663033,0.15595708786991294,0.8306563706563705,0.1156461390193498,0.8812710437710438,0.10969331518726307,0.11872895622895621,0.10969331518726305,2.672950587020435,0.40488154231173695,4.735282897949219,0.0,3.8665237426757804,4.569640269980427e-16,0.619623352165725,0.4529162006730744,0.5050004328637658,0.3652448938263096,0.4847222222222222,0.3860679314737476,0.44639163467631515,0.24698015381953026,0.616111111111111,0.3809259444608607,0.5196869810588289,0.3038091009002722
processed_roi8_cnn_only,24,0.5833577509137381,0.14083780111463023,0.5253465571200334,0.18691753726688093,0.8496189639596862,0.1103815334300227,0.9143145469093824,0.07639912134628485,0.08568545309061759,0.07639912134628485,1.1656517834075044,0.1341543636220802,4.735298156738281,0.0,3.879825592041016,0.0,0.5001588262423614,0.40035502447132526,0.45612022014154086,0.2910581914968139,0.5239583333333333,0.31649568705992853,0.4839622301869125,0.24757945418055716,0.7127083333333334,0.3161933199479555,0.6359572210316469,0.2608101202257299
