capture_source,runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std
partner_home,6,0.5151696159685407,0.025964130860877222,0.42071255710441907,0.02213922931847353
researcher_home,6,0.5984731333958139,0.07790241894955917,0.5538586661694094,0.10322090427297463
