phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.5975515842437744,0.7631352543830872,0.10563284158706665,0.9756097793579102,0.9756432665658856,0.0005
head,2,2,0.18569234013557434,0.926787257194519,0.07841573655605316,0.9707317352294922,0.9706456279384247,0.0005
head,3,3,0.13147321343421936,0.9491817355155945,0.07885762304067612,0.9707317352294922,0.9706456279384247,0.0005
head,4,4,0.12641692161560059,0.9577950239181519,0.05914445221424103,0.9804878234863281,0.9804215350523772,0.0005
head,5,5,0.0963137224316597,0.9664083123207092,0.04462273791432381,0.9804878234863281,0.9804215350523772,0.0005
head,6,6,0.08621840178966522,0.9681309461593628,0.056554194539785385,0.9756097793579102,0.975336172957496,0.0005
head,7,7,0.0907539650797844,0.9646856188774109,0.06475546956062317,0.9756097793579102,0.9758220353109959,0.0005
head,8,8,0.0936252623796463,0.9638243317604065,0.056924160569906235,0.9804878234863281,0.9805336363445069,0.0005
fine,1,9,0.07545153796672821,0.9681309461593628,0.05547637492418289,0.9756097793579102,0.975336172957496,5e-06
fine,2,10,0.06555362045764923,0.9724375605583191,0.03620860353112221,0.9804878234863281,0.9804215350523772,5e-06
fine,3,11,0.048842836171388626,0.98277348279953,0.035635195672512054,0.9902439117431641,0.990234841762792,5e-06
fine,4,12,0.054505910724401474,0.9767442345619202,0.03061618283390999,0.9853658676147461,0.985116685563114,5e-06
fine,5,13,0.05248735100030899,0.9784668684005737,0.036797743290662766,0.9902439117431641,0.9906028720799417,5e-06
fine,6,14,0.05591467022895813,0.9810508489608765,0.0316733680665493,0.9902439117431641,0.9902057936035306,5e-06
fine,7,15,0.05883074179291725,0.9767442345619202,0.04846220090985298,0.9756097793579102,0.975336172957496,5e-06
fine,8,16,0.04928018897771835,0.9836348295211792,0.046632133424282074,0.9853658676147461,0.9855098479653347,5e-06
fine,9,17,0.03661034628748894,0.9862188100814819,0.034258920699357986,0.9902439117431641,0.9906028720799417,2.5e-06
fine,10,18,0.040859654545784,0.9853574633598328,0.031819090247154236,0.9853658676147461,0.9855098479653347,2.5e-06
fine,11,19,0.03890201449394226,0.9862188100814819,0.02943355031311512,0.9902439117431641,0.9906028720799417,2.5e-06
fine,12,20,0.045659493654966354,0.9793282151222229,0.028371287509799004,0.9853658676147461,0.9855098479653347,2.5e-06
fine,13,21,0.039227452129125595,0.9819121956825256,0.020151324570178986,0.995121955871582,0.995299336279524,2.5e-06
fine,14,22,0.034734033048152924,0.9862188100814819,0.03374715894460678,0.9902439117431641,0.9906028720799417,2.5e-06
fine,15,23,0.0365128293633461,0.9879414439201355,0.025657186284661293,0.995121955871582,0.995299336279524,2.5e-06
fine,16,24,0.03465479239821434,0.9844961762428284,0.023731762543320656,0.995121955871582,0.995299336279524,2.5e-06
fine,17,25,0.03188877925276756,0.9862188100814819,0.022112615406513214,0.995121955871582,0.995299336279524,2.5e-06
fine,18,26,0.029774421826004982,0.9853574633598328,0.01910366304218769,0.995121955871582,0.995299336279524,1.25e-06
fine,19,27,0.032997846603393555,0.9870801568031311,0.01934397965669632,0.995121955871582,0.995299336279524,1.25e-06
fine,20,28,0.03770551458001137,0.98277348279953,0.021314041689038277,0.9902439117431641,0.9902057936035306,1.25e-06
