phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.9693687558174133,0.5475989580154419,0.3901451528072357,0.9047619104385376,0.9078604497941584,0.0005
head,2,2,0.4115619659423828,0.8433024287223816,0.1963532269001007,0.9428572058677673,0.9435056709382824,0.0005
head,3,3,0.31329312920570374,0.886267900466919,0.1565394252538681,0.9428572058677673,0.9435056709382824,0.0005
head,4,4,0.2494569718837738,0.8989048004150391,0.1403164565563202,0.9428572058677673,0.9439080459770115,0.0005
head,5,5,0.2020464539527893,0.9250210523605347,0.1284966766834259,0.9476190805435181,0.9481660102349757,0.0005
head,6,6,0.17522622644901276,0.9368155002593994,0.10419829934835434,0.9571428894996643,0.9572845256735834,0.0005
head,7,7,0.17792624235153198,0.9326031804084778,0.13224288821220398,0.9523810148239136,0.9535115077064575,0.0005
head,8,8,0.16799050569534302,0.9410277605056763,0.1111144870519638,0.9571428894996643,0.9572845256735834,0.0005
fine,1,9,0.14389564096927643,0.9376579523086548,0.10725817084312439,0.9571428894996643,0.9572845256735834,1e-05
fine,2,10,0.13817347586154938,0.952822208404541,0.09844794869422913,0.9571428894996643,0.9572845256735834,1e-05
fine,3,11,0.11670037358999252,0.9545071125030518,0.11043969541788101,0.9571428894996643,0.9572845256735834,1e-05
fine,4,12,0.13247905671596527,0.9519797563552856,0.10191267728805542,0.9571428894996643,0.9572845256735834,1e-05
fine,5,13,0.10902507603168488,0.9654591083526611,0.10053052753210068,0.9571428894996643,0.9572845256735834,1e-05
fine,6,14,0.09703809022903442,0.9595618844032288,0.09582267701625824,0.9571428894996643,0.9572845256735834,1e-05
fine,7,15,0.11012980341911316,0.9595618844032288,0.09612055867910385,0.9571428894996643,0.9572845256735834,1e-05
fine,8,16,0.11271341890096664,0.9595618844032288,0.09894584119319916,0.9571428894996643,0.9572845256735834,1e-05
fine,9,17,0.09805893152952194,0.9646166563034058,0.09925352782011032,0.9571428894996643,0.9572845256735834,1e-05
