phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.6313835978507996,0.7372954487800598,0.14572301506996155,0.9609755873680115,0.9612932604735883,0.0005
head,2,2,0.21552526950836182,0.9190353155136108,0.07598675787448883,0.9707317352294922,0.9703112409347301,0.0005
head,3,3,0.14084966480731964,0.9509044289588928,0.06862373650074005,0.9756097793579102,0.975336172957496,0.0005
head,4,4,0.1278695911169052,0.9577950239181519,0.06359609216451645,0.9756097793579102,0.975336172957496,0.0005
head,5,5,0.09419374912977219,0.9698535799980164,0.08206188678741455,0.9756097793579102,0.975336172957496,0.0005
head,6,6,0.11215684562921524,0.9595176577568054,0.05347507819533348,0.9756097793579102,0.975336172957496,0.0005
head,7,7,0.10442965477705002,0.9621016383171082,0.05656279996037483,0.9756097793579102,0.975336172957496,0.0005
head,8,8,0.10202913731336594,0.9595176577568054,0.06110873445868492,0.9756097793579102,0.975336172957496,0.0005
fine,1,9,0.09244049340486526,0.9672695994377136,0.0524529404938221,0.9756097793579102,0.975336172957496,1e-05
fine,2,10,0.06709253787994385,0.9724375605583191,0.04687671363353729,0.9804878234863281,0.9805336363445069,1e-05
fine,3,11,0.0878629982471466,0.9698535799980164,0.046038173139095306,0.9756097793579102,0.9750809712606269,1e-05
fine,4,12,0.06634502857923508,0.975882887840271,0.033731088042259216,0.9853658676147461,0.9855098479653347,1e-05
fine,5,13,0.05508945509791374,0.9819121956825256,0.05142691731452942,0.9756097793579102,0.975336172957496,1e-05
fine,6,14,0.05692548304796219,0.9793282151222229,0.0581812709569931,0.9756097793579102,0.975336172957496,1e-05
fine,7,15,0.05877834931015968,0.9767442345619202,0.04234771803021431,0.9853658676147461,0.9855098479653347,1e-05
fine,8,16,0.0485343337059021,0.9836348295211792,0.06012643501162529,0.9756097793579102,0.975336172957496,1e-05
fine,9,17,0.04793230816721916,0.9793282151222229,0.03742808476090431,0.9756097793579102,0.975336172957496,5e-06
fine,10,18,0.04916633293032646,0.9793282151222229,0.0720624029636383,0.9756097793579102,0.975336172957496,5e-06
fine,11,19,0.05052076652646065,0.9784668684005737,0.03925961256027222,0.9756097793579102,0.975336172957496,5e-06
fine,12,20,0.04546264931559563,0.9844961762428284,0.027472445741295815,0.9804878234863281,0.9800302395631398,5e-06
