phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,1.0176907777786255,0.5443583130836487,0.396690309047699,0.9463414549827576,0.9466328492125479,0.0005
head,2,2,0.45893150568008423,0.8303186893463135,0.18288210034370422,0.9512194991111755,0.9516757022839776,0.0005
head,3,3,0.2869255244731903,0.895779550075531,0.10277099907398224,0.9756097793579102,0.9754833776842577,0.0005
head,4,4,0.2260063886642456,0.9233419895172119,0.08931061625480652,0.9658536314964294,0.9656551514388791,0.0005
head,5,5,0.1836584508419037,0.930232584476471,0.07918573915958405,0.9658536314964294,0.9659571725859283,0.0005
head,6,6,0.15802867710590363,0.9500430822372437,0.06905610859394073,0.9658536314964294,0.9661922773837667,0.0005
head,7,7,0.16366267204284668,0.941429853439331,0.05989636108279228,0.9756097793579102,0.975336172957496,0.0005
head,8,8,0.13115043938159943,0.9517657160758972,0.0855303704738617,0.9658536314964294,0.9656951933573721,0.0005
fine,1,9,0.13407395780086517,0.9560723900794983,0.06319831311702728,0.9756097793579102,0.975336172957496,1e-05
fine,2,10,0.11292800307273865,0.9655469655990601,0.05731608346104622,0.9756097793579102,0.975336172957496,1e-05
fine,3,11,0.11405942589044571,0.9621016383171082,0.05713023245334625,0.9756097793579102,0.975336172957496,1e-05
fine,4,12,0.09271389245986938,0.9672695994377136,0.05312301218509674,0.9756097793579102,0.975336172957496,1e-05
fine,5,13,0.10285304486751556,0.9612403512001038,0.05191238224506378,0.9756097793579102,0.975336172957496,1e-05
fine,6,14,0.09136486053466797,0.9681309461593628,0.05085580050945282,0.9756097793579102,0.975336172957496,1e-05
fine,7,15,0.08445073664188385,0.9707149267196655,0.051036909222602844,0.9756097793579102,0.975336172957496,1e-05
fine,8,16,0.09844882786273956,0.9681309461593628,0.05457444489002228,0.9756097793579102,0.975336172957496,1e-05
fine,9,17,0.08525485545396805,0.9638243317604065,0.05234616994857788,0.9756097793579102,0.975336172957496,1e-05
