phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.8448681831359863,0.6149957776069641,0.3195231556892395,0.9380952715873718,0.9385747126436782,0.0005
head,2,2,0.4123794138431549,0.83909010887146,0.20585495233535767,0.9380952715873718,0.9385333716393246,0.0005
head,3,3,0.2773666977882385,0.891322672367096,0.16069693863391876,0.9476190805435181,0.9484686736552569,0.0005
head,4,4,0.23232121765613556,0.9140690565109253,0.13356690108776093,0.9619048237800598,0.9623916750162597,0.0005
head,5,5,0.20091721415519714,0.9267059564590454,0.13253840804100037,0.9428572058677673,0.9435056709382824,0.0005
head,6,6,0.195467010140419,0.92586350440979,0.10212502628564835,0.9619048237800598,0.96224920101001,0.0005
head,7,7,0.1593383252620697,0.9435551762580872,0.09381148964166641,0.9571428894996643,0.9572845256735834,0.0005
head,8,8,0.17257437109947205,0.9292333126068115,0.10812265425920486,0.9571428894996643,0.9572845256735834,0.0005
fine,1,9,0.13162533938884735,0.9536646604537964,0.09960269182920456,0.9571428894996643,0.9572845256735834,1e-05
fine,2,10,0.11764121055603027,0.9612468481063843,0.0994083359837532,0.9571428894996643,0.9572845256735834,1e-05
fine,3,11,0.1359795480966568,0.9427127242088318,0.10268589854240417,0.9571428894996643,0.9572845256735834,1e-05
fine,4,12,0.11906472593545914,0.952822208404541,0.09948558360338211,0.9571428894996643,0.9572845256735834,1e-05
fine,5,13,0.12418694794178009,0.9494524002075195,0.09193787723779678,0.9571428894996643,0.9572845256735834,1e-05
fine,6,14,0.11095581948757172,0.9553496241569519,0.08984583616256714,0.9571428894996643,0.9572845256735834,1e-05
fine,7,15,0.09593570977449417,0.9688289761543274,0.09445973485708237,0.9571428894996643,0.9572845256735834,1e-05
fine,8,16,0.0936240553855896,0.9696714282035828,0.09134045988321304,0.9571428894996643,0.9572845256735834,1e-05
fine,9,17,0.10324212908744812,0.9553496241569519,0.10280429571866989,0.9571428894996643,0.9572845256735834,1e-05
