phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.9568114280700684,0.5738115310668945,0.3379315137863159,0.9386792778968811,0.9394127480675968,0.0005
head,2,2,0.3637377619743347,0.8798999190330505,0.16807372868061066,0.9575471878051758,0.957644483176398,0.0005
head,3,3,0.24972066283226013,0.9032527208328247,0.12468177080154419,0.9575471878051758,0.9578068042020286,0.0005
head,4,4,0.16642700135707855,0.9466221928596497,0.13115204870700836,0.9575471878051758,0.9578435547632022,0.0005
head,5,5,0.13993020355701447,0.9574645757675171,0.1162601038813591,0.9575471878051758,0.957644483176398,0.0005
head,6,6,0.14030173420906067,0.9599666595458984,0.11219165474176407,0.9575471878051758,0.957644483176398,0.0005
head,7,7,0.11009732633829117,0.9624687433242798,0.12458696216344833,0.9575471878051758,0.957644483176398,0.0005
head,8,8,0.10383694618940353,0.9683068990707397,0.13047200441360474,0.9528301954269409,0.9529845741113347,0.0005
fine,1,9,0.08284662663936615,0.9749791622161865,0.09911227226257324,0.9622641801834106,0.9623015873015873,1e-05
fine,2,10,0.09664443880319595,0.9666388630867004,0.10678260028362274,0.9669811725616455,0.9669572716211268,1e-05
fine,3,11,0.07190240174531937,0.9808173179626465,0.10822545737028122,0.9622641801834106,0.9623015873015873,1e-05
fine,4,12,0.07375922054052353,0.9783152341842651,0.10182137787342072,0.9669811725616455,0.9669572716211268,1e-05
fine,5,13,0.07650470733642578,0.9774812459945679,0.10614228993654251,0.9622641801834106,0.9623015873015873,1e-05
fine,6,14,0.06783882528543472,0.9808173179626465,0.10065770149230957,0.9622641801834106,0.9623015873015873,5e-06
fine,7,15,0.06728289276361465,0.9741451144218445,0.09919141232967377,0.9622641801834106,0.9623015873015873,5e-06
fine,8,16,0.07017658650875092,0.9766471982002258,0.09330682456493378,0.9669811725616455,0.9669572716211268,5e-06
fine,9,17,0.07415104657411575,0.9741451144218445,0.09611459076404572,0.9622641801834106,0.9624623453946203,5e-06
fine,10,18,0.06427942961454391,0.9783152341842651,0.09256071597337723,0.9622641801834106,0.9624623453946203,5e-06
