phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.6385566592216492,0.7337826490402222,0.14624154567718506,0.9428572058677673,0.9435056709382824,0.0005
head,2,2,0.23758342862129211,0.9056444764137268,0.10553253442049026,0.9476190805435181,0.9476824610000034,0.0005
head,3,3,0.15932872891426086,0.9435551762580872,0.09791555255651474,0.9571428894996643,0.9567513950806563,0.0005
head,4,4,0.15819063782691956,0.9410277605056763,0.12281427532434464,0.9571428894996643,0.9572845256735834,0.0005
head,5,5,0.1364179104566574,0.9443976283073425,0.08546816557645798,0.9571428894996643,0.9572845256735834,0.0005
head,6,6,0.1398439109325409,0.9452400803565979,0.1345769166946411,0.9571428894996643,0.9572845256735834,0.0005
head,7,7,0.11183524876832962,0.9536646604537964,0.09393589198589325,0.9571428894996643,0.9572845256735834,0.0005
head,8,8,0.1010470911860466,0.957876980304718,0.09838439524173737,0.9571428894996643,0.9572845256735834,0.0005
fine,1,9,0.08618669211864471,0.9646166563034058,0.07178348302841187,0.9666666984558105,0.967216910074053,5e-06
fine,2,10,0.0653381496667862,0.9755686521530151,0.07621333748102188,0.9666666984558105,0.9674981103552532,5e-06
fine,3,11,0.057697150856256485,0.9772535562515259,0.06793749332427979,0.971428632736206,0.9723388294662776,5e-06
fine,4,12,0.06649559736251831,0.9730412364006042,0.0863073468208313,0.9666666984558105,0.967216910074053,5e-06
fine,5,13,0.051339041441679,0.9806234240531921,0.051047924906015396,0.9761905074119568,0.9771678786457111,5e-06
fine,6,14,0.051545362919569016,0.979780912399292,0.04524371400475502,0.9761905074119568,0.9767520000078139,5e-06
fine,7,15,0.041146669536828995,0.9831507802009583,0.06107519567012787,0.9666666984558105,0.967216910074053,5e-06
fine,8,16,0.05481269210577011,0.9772535562515259,0.03491388261318207,0.985714316368103,0.98629558361102,5e-06
fine,9,17,0.038079649209976196,0.9865206480026245,0.031007861718535423,0.985714316368103,0.98629558361102,5e-06
fine,10,18,0.036521054804325104,0.9839932322502136,0.04973688721656799,0.9666666984558105,0.967216910074053,5e-06
fine,11,19,0.03749319165945053,0.9856781363487244,0.026076650246977806,0.9904762506484985,0.9908607198748044,5e-06
fine,12,20,0.04301691800355911,0.9823083281517029,0.025630125775933266,0.9809524416923523,0.980903540903541,5e-06
fine,13,21,0.04157363250851631,0.9831507802009583,0.042993780225515366,0.9761905074119568,0.9763400545065547,5e-06
fine,14,22,0.038828764110803604,0.9856781363487244,0.018634097650647163,0.9952381253242493,0.9954284282873829,5e-06
fine,15,23,0.035429906100034714,0.9856781363487244,0.018009308725595474,0.9952381253242493,0.9954284282873829,5e-06
fine,16,24,0.034843944013118744,0.9865206480026245,0.046057213097810745,0.9809524416923523,0.9804970709461843,5e-06
fine,17,25,0.03151082620024681,0.9873631000518799,0.017752287909388542,0.9904762506484985,0.9900408769973987,5e-06
fine,18,26,0.023173585534095764,0.9915753602981567,0.025703266263008118,0.985714316368103,0.98629558361102,5e-06
fine,19,27,0.01898903213441372,0.9924178123474121,0.02084357477724552,0.9904762506484985,0.9908607198748044,5e-06
fine,20,28,0.028471684083342552,0.9890480041503906,0.015324263833463192,0.9952381253242493,0.9954284282873829,5e-06
