phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.9458041787147522,0.5878840088844299,0.3950550854206085,0.8937197923660278,0.8948477313440817,0.0005
head,2,2,0.4622001051902771,0.8114334940910339,0.23045195639133453,0.9275362491607666,0.9280786330280143,0.0005
head,3,3,0.30784082412719727,0.8924915194511414,0.16960759460926056,0.9371980428695679,0.9375371898168251,0.0005
head,4,4,0.23610083758831024,0.9121160507202148,0.1482134908437729,0.9468598961830139,0.9476696626783454,0.0005
head,5,5,0.18704929947853088,0.9334471225738525,0.14466412365436554,0.9371980428695679,0.9378631242523255,0.0005
head,6,6,0.18209131062030792,0.9385665655136108,0.12401208281517029,0.9613526463508606,0.961884437940776,0.0005
head,7,7,0.167417973279953,0.9436860680580139,0.127656951546669,0.9323671460151672,0.9330187330187331,0.0005
head,8,8,0.14713244140148163,0.9513652324676514,0.1051735132932663,0.9661835432052612,0.9665807006232537,0.0005
fine,1,9,0.13199663162231445,0.9539249539375305,0.11311434209346771,0.9661835432052612,0.9665807006232537,1e-05
fine,2,10,0.12697723507881165,0.9573379158973694,0.104766346514225,0.9661835432052612,0.9665807006232537,1e-05
fine,3,11,0.12497948855161667,0.9598976373672485,0.10436201840639114,0.9661835432052612,0.9665807006232537,1e-05
fine,4,12,0.10630431026220322,0.9624573588371277,0.10499486327171326,0.9661835432052612,0.9665807006232537,1e-05
fine,5,13,0.09373204410076141,0.9624573588371277,0.09827813506126404,0.9661835432052612,0.9665807006232537,1e-05
fine,6,14,0.10748845338821411,0.9581911563873291,0.10588166862726212,0.9661835432052612,0.9665807006232537,1e-05
fine,7,15,0.08959316462278366,0.9692833423614502,0.0952281653881073,0.9710144996643066,0.9715506327263927,1e-05
fine,8,16,0.0986921489238739,0.9692833423614502,0.09440484642982483,0.9710144996643066,0.9715506327263927,1e-05
fine,9,17,0.08887995034456253,0.9692833423614502,0.0961904302239418,0.9710144996643066,0.9715506327263927,1e-05
fine,10,18,0.0887579619884491,0.9650170803070068,0.09582926332950592,0.9710144996643066,0.9715506327263927,1e-05
fine,11,19,0.08304870873689651,0.9709898233413696,0.0849824920296669,0.9710144996643066,0.9715506327263927,1e-05
fine,12,20,0.07663816213607788,0.9752560257911682,0.09940382093191147,0.9710144996643066,0.9715506327263927,1e-05
fine,13,21,0.09142059087753296,0.9667235612869263,0.0903816744685173,0.9710144996643066,0.9715506327263927,1e-05
fine,14,22,0.07370366156101227,0.9692833423614502,0.09164988994598389,0.9710144996643066,0.9715506327263927,1e-05
fine,15,23,0.07947205752134323,0.9709898233413696,0.0804181694984436,0.9710144996643066,0.9715506327263927,1e-05
