phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.8177266120910645,0.6402695775032043,0.34947502613067627,0.8952381014823914,0.8986938629450707,0.0005
head,2,2,0.3950522243976593,0.8466722369194031,0.18933281302452087,0.9428572058677673,0.9435056709382824,0.0005
head,3,3,0.272734135389328,0.9031170606613159,0.15424410998821259,0.9428572058677673,0.9435056709382824,0.0005
head,4,4,0.2534331679344177,0.9056444764137268,0.12607938051223755,0.9619048237800598,0.9625232755885945,0.0005
head,5,5,0.20341473817825317,0.920808732509613,0.10875469446182251,0.9476190805435181,0.9476364904936334,0.0005
head,6,6,0.1936119645833969,0.9292333126068115,0.12484461814165115,0.9571428894996643,0.9580191908496761,0.0005
head,7,7,0.15576501190662384,0.9486099481582642,0.10541932284832001,0.9571428894996643,0.9572845256735834,0.0005
head,8,8,0.16022668778896332,0.9469249844551086,0.11037763208150864,0.9476190805435181,0.9476364904936334,0.0005
fine,1,9,0.14691787958145142,0.9418702125549316,0.09897475689649582,0.9571428894996643,0.9572845256735834,1e-05
fine,2,10,0.13561038672924042,0.9486099481582642,0.09142089635133743,0.9571428894996643,0.9572845256735834,1e-05
fine,3,11,0.12511354684829712,0.9587194323539734,0.10163726657629013,0.9571428894996643,0.9572845256735834,1e-05
fine,4,12,0.11500384658575058,0.9561920762062073,0.09623236954212189,0.9571428894996643,0.9572845256735834,1e-05
fine,5,13,0.10280198603868484,0.9654591083526611,0.09572045505046844,0.9571428894996643,0.9572845256735834,1e-05
fine,6,14,0.10126591473817825,0.9671440124511719,0.0950743556022644,0.9571428894996643,0.9572845256735834,1e-05
fine,7,15,0.10492531210184097,0.9612468481063843,0.09463287144899368,0.9571428894996643,0.9572845256735834,5e-06
fine,8,16,0.0982837900519371,0.9604043364524841,0.09352191537618637,0.9571428894996643,0.9572845256735834,5e-06
fine,9,17,0.10404253005981445,0.9654591083526611,0.09982550144195557,0.9571428894996643,0.9572845256735834,5e-06
