phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.7132146954536438,0.7169334292411804,0.16103383898735046,0.9285714626312256,0.9297231341118392,0.0005
head,2,2,0.21586661040782928,0.920808732509613,0.1382846087217331,0.9476190805435181,0.9476824610000034,0.0005
head,3,3,0.14179284870624542,0.9418702125549316,0.10948855429887772,0.9476190805435181,0.9479245981426416,0.0005
head,4,4,0.12320879101753235,0.9553496241569519,0.1279711127281189,0.9571428894996643,0.9572845256735834,0.0005
head,5,5,0.12820924818515778,0.9494524002075195,0.11817771196365356,0.9571428894996643,0.9572845256735834,0.0005
head,6,6,0.11611711978912354,0.957876980304718,0.10140663385391235,0.9619048237800598,0.9613404837285434,0.0005
head,7,7,0.10907581448554993,0.9654591083526611,0.08578220009803772,0.9523810148239136,0.9522312912405791,0.0005
head,8,8,0.11383689939975739,0.9570345282554626,0.07769256085157394,0.9571428894996643,0.9572845256735834,0.0005
fine,1,9,0.08359341323375702,0.9671440124511719,0.07948574423789978,0.9571428894996643,0.9572845256735834,5e-06
fine,2,10,0.06934718042612076,0.9696714282035828,0.051064830273389816,0.9666666984558105,0.9664010097596115,5e-06
fine,3,11,0.05987560749053955,0.9747262001037598,0.045719634741544724,0.9809524416923523,0.9813149399143591,5e-06
fine,4,12,0.05449292063713074,0.9831507802009583,0.08040551841259003,0.9666666984558105,0.967216910074053,5e-06
fine,5,13,0.0440022312104702,0.9839932322502136,0.0536050945520401,0.9809524416923523,0.980903540903541,5e-06
fine,6,14,0.05314917489886284,0.9755686521530151,0.058808013796806335,0.9666666984558105,0.9668089398477576,5e-06
fine,7,15,0.04665935039520264,0.9839932322502136,0.04118868708610535,0.9761905074119568,0.9763400545065547,5e-06
fine,8,16,0.039324067533016205,0.9823083281517029,0.027139635756611824,0.985714316368103,0.9854700447487147,5e-06
fine,9,17,0.03707696869969368,0.9865206480026245,0.04425846412777901,0.9761905074119568,0.9759315600954351,5e-06
fine,10,18,0.03210969641804695,0.9873631000518799,0.035143885761499405,0.985714316368103,0.9854700447487147,5e-06
fine,11,19,0.03918597102165222,0.9823083281517029,0.04766233265399933,0.9809524416923523,0.980903540903541,5e-06
fine,12,20,0.03472863882780075,0.984835684299469,0.030904844403266907,0.9952381253242493,0.9954284282873829,5e-06
fine,13,21,0.03404771536588669,0.9882055521011353,0.021433880552649498,0.9952381253242493,0.9954284282873829,2.5e-06
fine,14,22,0.047426801174879074,0.9806234240531921,0.03011470101773739,0.9904762506484985,0.9908607198748044,2.5e-06
fine,15,23,0.033066123723983765,0.984835684299469,0.03961990773677826,0.985714316368103,0.98629558361102,2.5e-06
fine,16,24,0.033654384315013885,0.9873631000518799,0.03038044460117817,0.9904762506484985,0.9908607198748044,2.5e-06
fine,17,25,0.03324568644165993,0.9873631000518799,0.022062070667743683,0.9904762506484985,0.9908607198748044,2.5e-06
fine,18,26,0.031946733593940735,0.9882055521011353,0.02583835832774639,0.9904762506484985,0.9908607198748044,1.25e-06
fine,19,27,0.029294921085238457,0.989890456199646,0.02095792442560196,0.9904762506484985,0.9908607198748044,1.25e-06
fine,20,28,0.032951079308986664,0.984835684299469,0.022039132192730904,0.985714316368103,0.9858793776458299,1.25e-06
