phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.6359596848487854,0.751937985420227,0.15216472744941711,0.9560975432395935,0.9562769808851314,0.0005
head,2,2,0.2117748111486435,0.9242032766342163,0.08463950455188751,0.9707317352294922,0.9712798896124658,0.0005
head,3,3,0.13463392853736877,0.9543496966362,0.07996704429388046,0.9707317352294922,0.9705199677927402,0.0005
head,4,4,0.10418770462274551,0.9612403512001038,0.08401846885681152,0.9414634108543396,0.941390218878249,0.0005
head,5,5,0.10828940570354462,0.9595176577568054,0.08494728803634644,0.9756097793579102,0.975336172957496,0.0005
head,6,6,0.10142578929662704,0.9646856188774109,0.07056845724582672,0.9756097793579102,0.975336172957496,0.0005
head,7,7,0.08371393382549286,0.9707149267196655,0.039761174470186234,0.9804878234863281,0.9804215350523772,0.0005
head,8,8,0.09561482816934586,0.9664083123207092,0.055622752755880356,0.9756097793579102,0.975336172957496,0.0005
fine,1,9,0.07564249634742737,0.9715762734413147,0.03953750804066658,0.9804878234863281,0.9804215350523772,5e-06
fine,2,10,0.05825179070234299,0.9767442345619202,0.048801541328430176,0.9756097793579102,0.975336172957496,5e-06
fine,3,11,0.06830812990665436,0.9741602540016174,0.02597208507359028,0.995121955871582,0.9949061922815203,5e-06
fine,4,12,0.04989015683531761,0.9836348295211792,0.05098522827029228,0.9804878234863281,0.9804215350523772,5e-06
fine,5,13,0.07346899807453156,0.9715762734413147,0.03583342954516411,0.9853658676147461,0.9855098479653347,5e-06
fine,6,14,0.04814792424440384,0.9784668684005737,0.04433475062251091,0.9804878234863281,0.9804215350523772,5e-06
fine,7,15,0.04479104280471802,0.9844961762428284,0.0347912572324276,0.9902439117431641,0.9906028720799417,5e-06
fine,8,16,0.045359525829553604,0.9810508489608765,0.0312519334256649,0.9902439117431641,0.9902057936035306,2.5e-06
fine,9,17,0.04150567203760147,0.9819121956825256,0.030687933787703514,0.9902439117431641,0.9902057936035306,2.5e-06
fine,10,18,0.03979998454451561,0.9819121956825256,0.026784487068653107,0.9902439117431641,0.9902057936035306,2.5e-06
fine,11,19,0.04323412477970123,0.98277348279953,0.027451742440462112,0.9853658676147461,0.985116685563114,2.5e-06
