phase,epoch_in_phase,epoch_global,loss,accuracy,val_loss,val_accuracy,val_f1_macro,lr
head,1,1,0.5616750717163086,0.7743324637413025,0.13774219155311584,0.9560975432395935,0.9567263714239407,0.0005
head,2,2,0.18810725212097168,0.9285099506378174,0.08392149209976196,0.9658536314964294,0.9656551514388791,0.0005
head,3,3,0.14333109557628632,0.9509044289588928,0.08940011262893677,0.9560975432395935,0.9560139653233919,0.0005
head,4,4,0.13441544771194458,0.9491817355155945,0.07748040556907654,0.9707317352294922,0.9706456279384247,0.0005
head,5,5,0.11061574518680573,0.9552110433578491,0.05862155184149742,0.9707317352294922,0.9705199677927402,0.0005
head,6,6,0.10545314848423004,0.9646856188774109,0.05543459579348564,0.9756097793579102,0.975336172957496,0.0005
head,7,7,0.09301404654979706,0.9612403512001038,0.07038845121860504,0.9707317352294922,0.9704203211634505,0.0005
head,8,8,0.10055869072675705,0.9638243317604065,0.06986138224601746,0.9756097793579102,0.975336172957496,0.0005
fine,1,9,0.09102371335029602,0.9638243317604065,0.041896358132362366,0.9756097793579102,0.975394324084652,1e-05
fine,2,10,0.07291918247938156,0.9698535799980164,0.06507468223571777,0.9756097793579102,0.9756432665658856,1e-05
fine,3,11,0.08517621457576752,0.9741602540016174,0.08194899559020996,0.9707317352294922,0.9704203211634505,1e-05
fine,4,12,0.0796307846903801,0.9698535799980164,0.03766753524541855,0.9804878234863281,0.9804215350523772,1e-05
fine,5,13,0.06374544650316238,0.9767442345619202,0.04515676572918892,0.9853658676147461,0.9855098479653347,1e-05
fine,6,14,0.048359647393226624,0.9819121956825256,0.06243926286697388,0.9804878234863281,0.9804215350523772,1e-05
fine,7,15,0.05362937971949577,0.9793282151222229,0.03887028992176056,0.9853658676147461,0.9851618376135169,1e-05
fine,8,16,0.06600995361804962,0.9732989072799683,0.03498198837041855,0.9853658676147461,0.9847292650230227,1e-05
fine,9,17,0.055475689470767975,0.9784668684005737,0.030394230037927628,0.9853658676147461,0.985116685563114,1e-05
fine,10,18,0.054778676480054855,0.975882887840271,0.04380931332707405,0.9804878234863281,0.9804215350523772,1e-05
fine,11,19,0.051283836364746094,0.9819121956825256,0.030588801950216293,0.9902439117431641,0.9898165422885571,1e-05
fine,12,20,0.0494367741048336,0.9836348295211792,0.042758405208587646,0.9853658676147461,0.9855098479653347,1e-05
fine,13,21,0.05516344681382179,0.9784668684005737,0.029499895870685577,0.9853658676147461,0.985116685563114,1e-05
fine,14,22,0.044435709714889526,0.9836348295211792,0.02232516184449196,0.995121955871582,0.9949061922815203,1e-05
fine,15,23,0.04926338419318199,0.9819121956825256,0.022732339799404144,0.995121955871582,0.9949002433090025,1e-05
fine,16,24,0.048099737614393234,0.98277348279953,0.08913081139326096,0.9756097793579102,0.975336172957496,1e-05
fine,17,25,0.058337558060884476,0.975882887840271,0.05684790387749672,0.9756097793579102,0.975336172957496,1e-05
fine,18,26,0.04078671336174011,0.9853574633598328,0.03135857358574867,0.9853658676147461,0.9855098479653347,1e-05
fine,19,27,0.04112858697772026,0.9862188100814819,0.03138872981071472,0.9804878234863281,0.9800302395631398,5e-06
fine,20,28,0.03715335577726364,0.9853574633598328,0.03745011240243912,0.9804878234863281,0.9804215350523772,5e-06
