split_mode,split_name,backbone,held_out_sample,held_out_cut,train_count_mean,val_count_mean,test_count_mean,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std
cross_rotation,fold1,MobileNetV2,pork_shoulder_sample_1,shoulder,1161.0,205.0,485.0,0.3237113402061856,0.0,0.10790378006872851,0.0,0.3333333333333333,0.0,0.1630321910695742,0.0
cross_rotation,fold1,MobileNetV3Small,pork_shoulder_sample_1,shoulder,1161.0,205.0,485.0,0.6446735395189003,0.09244688842600755,0.7049567086235263,0.08073996460617723,0.635979593804788,0.0954277722531434,0.6221780904837421,0.11194875013725329
cross_rotation,fold1,ResNet50,pork_shoulder_sample_1,shoulder,1161.0,205.0,485.0,0.4144329896907217,0.06270889206493006,0.26864323305287446,0.0659384296551782,0.4174430706465176,0.05921975227867455,0.3104150819949915,0.0711131741924658
cross_rotation,fold2,MobileNetV3Small,pork_shoulder_sample_2,shoulder,1187.0,210.0,454.0,0.499265785609398,0.026553805168906187,0.35671479951566415,0.02778434457558861,0.48885630498533716,0.026126829716057065,0.40751869403852964,0.024224365306226587
cross_rotation,fold2,ResNet50,pork_shoulder_sample_2,shoulder,1187.0,210.0,454.0,0.41703377386196766,0.06572346682095341,0.24868521352387699,0.08663480427339777,0.40774100451519796,0.06466573925315643,0.3066638532374314,0.08752690732437235
cross_rotation,fold3,MobileNetV3Small,pork_belly_sample_3,belly,1199.0,212.0,440.0,0.5522727272727274,0.014903269373413595,0.516915761601316,0.078262687256492,0.5570139995656131,0.024420367431158777,0.4855392418550768,0.010061502080100853
cross_rotation,fold4,MobileNetV3Small,pork_belly_sample_4,belly,1172.0,207.0,472.0,0.5310734463276836,0.014880866882560352,0.4266703366113387,0.01689282030852119,0.5263393626184324,0.016266233677169083,0.4339064201703085,0.010784699566796266
