capture_source,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,top_2_accuracy_mean,top_2_accuracy_std,adjacent_accuracy_mean,adjacent_accuracy_std,severe_error_rate_mean,severe_error_rate_std,mean_absolute_ordinal_error_mean,mean_absolute_ordinal_error_std,borderline_rate_mean,borderline_rate_std,low_confidence_rate_mean,low_confidence_rate_std,adjacent_pair_combined_confidence_mean_mean,adjacent_pair_combined_confidence_mean_std,non_adjacent_top2_rate_mean,non_adjacent_top2_rate_std
partner_home,0.502003367003367,0.10964575801548702,0.4161816108546628,0.13893729369150046,0.5137654320987655,0.11890698777663354,0.42005265826712207,0.14692272678918816,0.8221380471380472,0.13122437754283284,0.8987373737373736,0.13176564174106364,0.10126262626262626,0.13176564174106367,0.5992592592592593,0.2367999620315878,0.47257575757575754,0.10612673804036886,0.11984848484848484,0.09733106199470672,0.9732066403891574,0.025930595419259267,0.0134006734006734,0.019587122473689343
researcher_home,0.523053768053768,0.10531031407434702,0.5513573976399816,0.14226686709541503,0.5188920276208412,0.10547037254536383,0.4498352486830123,0.1337421057463401,0.9165486915486915,0.060542777156436724,0.882015587015587,0.11031044075395238,0.11798441298441298,0.1103104407539524,0.594930644930645,0.20010039746510228,0.5225196625196625,0.17418273216586586,0.17284498784498786,0.06776390266961911,0.9324946728738974,0.016152526561504395,0.17295438295438295,0.07561951155368009
