held_out_sample,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,top_2_accuracy_mean,top_2_accuracy_std,adjacent_accuracy_mean,adjacent_accuracy_std,severe_error_rate_mean,severe_error_rate_std,mean_absolute_ordinal_error_mean,mean_absolute_ordinal_error_std,borderline_rate_mean,borderline_rate_std,low_confidence_rate_mean,low_confidence_rate_std,adjacent_pair_combined_confidence_mean_mean,adjacent_pair_combined_confidence_mean_std,non_adjacent_top2_rate_mean,non_adjacent_top2_rate_std,fold_name,held_out_cut,capture_source,phone_group
pork_belly_sample_3,0.5263835263835264,0.014489485520202988,0.471437844639156,0.05223501631329365,0.5138983050847458,0.017712472619514218,0.4803141354556819,0.03965440034278988,0.907979407979408,0.04827541655987396,0.9832689832689833,0.011636513075949251,0.01673101673101673,0.011636513075949245,0.4903474903474903,0.012659147730312754,0.7097812097812097,0.01396559486113943,0.2413127413127413,0.015077702077039864,0.9332034401966448,0.005366988559600014,0.0933075933075933,0.06081336433118024,fold3,belly,researcher_home,old_phone
pork_belly_sample_4,0.5721212121212121,0.033836423884140286,0.5368365530697118,0.07187088695106313,0.6074074074074074,0.030723444487105633,0.5466383910883574,0.060781925604040915,0.936969696969697,0.010959479587894049,0.9678787878787879,0.014583284140019335,0.03212121212121212,0.014583284140019349,0.45999999999999996,0.04841282529343397,0.38606060606060605,0.08513156242023398,0.07454545454545454,0.017907014185083826,0.9760050844685079,0.005942412210342062,0.00909090909090909,0.00909090909090909,fold4,belly,partner_home,old_phone
pork_ham_sample_5,0.6372222222222222,0.046914026963435176,0.7348893779230493,0.03093358433211942,0.6372222222222222,0.046914026963435176,0.5764167316033529,0.057971376386937036,0.9805555555555555,0.009179284245476826,0.9155555555555556,0.03809102159204873,0.08444444444444443,0.038091021592048774,0.44722222222222224,0.0817233363471151,0.49666666666666665,0.11402972322064889,0.12444444444444445,0.03056565489661982,0.9433364005611639,0.005158087224580594,0.23555555555555555,0.01710533813148961,fold5,ham,researcher_home,new_phone
pork_ham_sample_6,0.5661111111111111,0.07142076676937824,0.4658818222988507,0.006933072844959166,0.5661111111111111,0.07142076676937827,0.46998085313734,0.06380610371953974,0.8761111111111112,0.03849001794597503,0.9983333333333334,0.0,0.0016666666666666668,0.0,0.43555555555555553,0.07142076676937828,0.46055555555555555,0.08583468175855602,0.06833333333333334,0.053644923131436935,0.9926037404643749,0.00402463607184982,0.0,0.0,fold6,ham,partner_home,new_phone
pork_shoulder_sample_1,0.4055555555555556,0.04090413363155546,0.44774497035773947,0.03262017144351687,0.4055555555555556,0.04090413363155549,0.29277487899000204,0.06469126929610056,0.8611111111111112,0.03716828596372828,0.7472222222222222,0.052607913782933745,0.25277777777777777,0.05260791378293378,0.8472222222222222,0.09333829351898949,0.3611111111111111,0.12441343859770011,0.1527777777777778,0.07782339931846644,0.9209441778638837,0.024718758246657226,0.19000000000000003,0.055251948180835925,fold1,shoulder,researcher_home,old_phone
pork_shoulder_sample_2,0.36777777777777776,0.03575896675945354,0.24582645719542598,0.05410995941509325,0.36777777777777776,0.03575896675945354,0.24353873057566885,0.06378542653107414,0.6533333333333333,0.019649710204252636,0.73,0.06691619966628241,0.27,0.06691619966628244,0.9022222222222224,0.09941961204540715,0.5711111111111111,0.06654850639724158,0.21666666666666665,0.1165118019773104,0.9510110962345893,0.0363729530755315,0.031111111111111107,0.02615834970443012,fold2,shoulder,partner_home,old_phone
