image_path_resolved,sample_id,pork_cut,capture_source,label,method,mask_area_ratio,touches_border,number_of_components,center_overlap_ratio,segmentation_failed,mask_path,preview_black_path,preview_gray_path,preview_mean_path
E:\Thesis Code\Pork Belly - Sample 4\Spoiled - 12 hours to 36 hours\20260429_180607.jpg,pork_belly_sample_4,belly,partner_home,spoiled,hsv_lab_threshold,0.6313974808673469,True,1,0.9724968112244898,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\005_pork_belly_sample_4_spoiled_hsv_lab_threshold_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_hsv_lab_threshold_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_hsv_lab_threshold_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_hsv_lab_threshold_mean.png
E:\Thesis Code\Pork Belly - Sample 4\Spoiled - 12 hours to 36 hours\20260429_180607.jpg,pork_belly_sample_4,belly,partner_home,spoiled,hsv_lab_rgb_threshold,0.6313974808673469,True,1,0.9724968112244898,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\005_pork_belly_sample_4_spoiled_hsv_lab_rgb_threshold_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_hsv_lab_rgb_threshold_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_hsv_lab_rgb_threshold_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_hsv_lab_rgb_threshold_mean.png
E:\Thesis Code\Pork Belly - Sample 4\Spoiled - 12 hours to 36 hours\20260429_180607.jpg,pork_belly_sample_4,belly,partner_home,spoiled,grabcut_center_rectangle,0.006776147959183673,False,1,0.027104591836734693,True,E:\Thesis Code\training_outputs\segmentation_experiment\masks\005_pork_belly_sample_4_spoiled_grabcut_center_rectangle_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_grabcut_center_rectangle_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_grabcut_center_rectangle_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_grabcut_center_rectangle_mean.png
E:\Thesis Code\Pork Belly - Sample 4\Spoiled - 12 hours to 36 hours\20260429_180607.jpg,pork_belly_sample_4,belly,partner_home,spoiled,threshold_plus_grabcut_refinement,0.5818917410714286,True,1,0.9649234693877551,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\005_pork_belly_sample_4_spoiled_threshold_plus_grabcut_refinement_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_threshold_plus_grabcut_refinement_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_threshold_plus_grabcut_refinement_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\005_pork_belly_sample_4_spoiled_threshold_plus_grabcut_refinement_mean.png
E:\Thesis Code\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_055821.jpg,pork_shoulder_sample_1,shoulder,researcher_home,fresh,hsv_lab_threshold,0.6981026785714286,True,2,1.0,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\006_pork_shoulder_sample_1_fresh_hsv_lab_threshold_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_hsv_lab_threshold_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_hsv_lab_threshold_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_hsv_lab_threshold_mean.png
E:\Thesis Code\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_055821.jpg,pork_shoulder_sample_1,shoulder,researcher_home,fresh,hsv_lab_rgb_threshold,0.6855867346938775,True,2,0.9980070153061225,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\006_pork_shoulder_sample_1_fresh_hsv_lab_rgb_threshold_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_hsv_lab_rgb_threshold_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_hsv_lab_rgb_threshold_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_hsv_lab_rgb_threshold_mean.png
E:\Thesis Code\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_055821.jpg,pork_shoulder_sample_1,shoulder,researcher_home,fresh,grabcut_center_rectangle,0.4942004145408163,False,1,0.9999202806122449,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\006_pork_shoulder_sample_1_fresh_grabcut_center_rectangle_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_grabcut_center_rectangle_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_grabcut_center_rectangle_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_grabcut_center_rectangle_mean.png
E:\Thesis Code\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_055821.jpg,pork_shoulder_sample_1,shoulder,researcher_home,fresh,threshold_plus_grabcut_refinement,0.6448700573979592,True,2,0.9936224489795918,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\006_pork_shoulder_sample_1_fresh_threshold_plus_grabcut_refinement_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_threshold_plus_grabcut_refinement_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_threshold_plus_grabcut_refinement_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\006_pork_shoulder_sample_1_fresh_threshold_plus_grabcut_refinement_mean.png
E:\Thesis Code\Pork Shoulder - sample 1\Not Fresh - 8 to 16 hours\20260424_120344.jpg,pork_shoulder_sample_1,shoulder,researcher_home,not fresh,hsv_lab_threshold,0.7455955038265306,True,1,1.0,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\007_pork_shoulder_sample_1_not_fresh_hsv_lab_threshold_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\007_pork_shoulder_sample_1_not_fresh_hsv_lab_threshold_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\007_pork_shoulder_sample_1_not_fresh_hsv_lab_threshold_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\007_pork_shoulder_sample_1_not_fresh_hsv_lab_threshold_mean.png
E:\Thesis Code\Pork Shoulder - sample 1\Not Fresh - 8 to 16 hours\20260424_120344.jpg,pork_shoulder_sample_1,shoulder,researcher_home,not fresh,hsv_lab_rgb_threshold,0.7455955038265306,True,1,1.0,False,E:\Thesis Code\training_outputs\segmentation_experiment\masks\007_pork_shoulder_sample_1_not_fresh_hsv_lab_rgb_threshold_mask.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\007_pork_shoulder_sample_1_not_fresh_hsv_lab_rgb_threshold_black.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\007_pork_shoulder_sample_1_not_fresh_hsv_lab_rgb_threshold_gray.png,E:\Thesis Code\training_outputs\segmentation_experiment\previews\007_pork_shoulder_sample_1_not_fresh_hsv_lab_rgb_threshold_mean.png
