fold,held_out_sample,held_out_cut,train_count,val_count,test_count,train_class_counts,val_class_counts,test_class_counts,train_fresh_count,val_fresh_count,test_fresh_count,train_not_fresh_count,val_not_fresh_count,test_not_fresh_count,train_spoiled_count,val_spoiled_count,test_spoiled_count
fold1,pork_shoulder_sample_1,shoulder,3413,602,600,"{""fresh"": 1033, ""not fresh"": 1190, ""spoiled"": 1190}","{""fresh"": 182, ""not fresh"": 210, ""spoiled"": 210}","{""fresh"": 200, ""not fresh"": 200, ""spoiled"": 200}",1033,182,200,1190,210,200,1190,210,200
fold2,pork_shoulder_sample_2,shoulder,3413,602,600,"{""fresh"": 1033, ""not fresh"": 1190, ""spoiled"": 1190}","{""fresh"": 182, ""not fresh"": 210, ""spoiled"": 210}","{""fresh"": 200, ""not fresh"": 200, ""spoiled"": 200}",1033,182,200,1190,210,200,1190,210,200
fold3,pork_belly_sample_3,belly,3482,615,518,"{""fresh"": 1102, ""not fresh"": 1190, ""spoiled"": 1190}","{""fresh"": 195, ""not fresh"": 210, ""spoiled"": 210}","{""fresh"": 118, ""not fresh"": 200, ""spoiled"": 200}",1102,195,118,1190,210,200,1190,210,200
fold4,pork_belly_sample_4,belly,3455,610,550,"{""fresh"": 1075, ""not fresh"": 1190, ""spoiled"": 1190}","{""fresh"": 190, ""not fresh"": 210, ""spoiled"": 210}","{""fresh"": 150, ""not fresh"": 200, ""spoiled"": 200}",1075,190,150,1190,210,200,1190,210,200
fold5,pork_ham_sample_5,ham,3413,602,600,"{""fresh"": 1033, ""not fresh"": 1190, ""spoiled"": 1190}","{""fresh"": 182, ""not fresh"": 210, ""spoiled"": 210}","{""fresh"": 200, ""not fresh"": 200, ""spoiled"": 200}",1033,182,200,1190,210,200,1190,210,200
fold6,pork_ham_sample_6,ham,3413,602,600,"{""fresh"": 1033, ""not fresh"": 1190, ""spoiled"": 1190}","{""fresh"": 182, ""not fresh"": 210, ""spoiled"": 210}","{""fresh"": 200, ""not fresh"": 200, ""spoiled"": 200}",1033,182,200,1190,210,200,1190,210,200
fold7,pork_loin_sample_7,loin,3458,610,547,"{""fresh"": 1078, ""not fresh"": 1190, ""spoiled"": 1190}","{""fresh"": 190, ""not fresh"": 210, ""spoiled"": 210}","{""fresh"": 147, ""not fresh"": 200, ""spoiled"": 200}",1078,190,147,1190,210,200,1190,210,200
fold8,pork_loin_sample_8,loin,3413,602,600,"{""fresh"": 1033, ""not fresh"": 1190, ""spoiled"": 1190}","{""fresh"": 182, ""not fresh"": 210, ""spoiled"": 210}","{""fresh"": 200, ""not fresh"": 200, ""spoiled"": 200}",1033,182,200,1190,210,200,1190,210,200
